id,state_name,district_name,season,crop,area,production
8180,Karnataka,YADGIR,Kharif     ,Cowpea(Lobia),68,30
8181,Telangana ,KARIMNAGAR,Kharif     ,Urad,68,45
8182,Telangana ,KHAMMAM,Rabi       ,Sunflower,68,97
8183,Uttar Pradesh,AZAMGARH,Kharif     ,Bajra,68,135
8184,Bihar,KISHANGANJ,Kharif     ,Other Kharif pulses,67,64
8185,Chhattisgarh,MUNGELI,Kharif     ,Other Kharif pulses,67,32
8186,Karnataka,BELLARY,Rabi       ,Ragi,67,109
8187,Karnataka,CHIKBALLAPUR,Kharif     ,Cotton(lint),67,183
8188,Karnataka,DHARWAD,Whole Year ,Cashewnut,67,50
8189,Karnataka,HASSAN,Whole Year ,Turmeric,67,323
8190,Karnataka,TUMKUR,Rabi       ,Rice,67,165
8191,Kerala,THRISSUR,Whole Year ,Pump Kin,67,1
8192,Odisha,KENDRAPARA,Winter     ,Rapeseed &Mustard,67,19.8
8193,Tripura,UNAKOTI,Rabi       ,Moong(Green Gram),67,38
8194,Uttar Pradesh,BAGHPAT,Summer     ,Onion,67,1013
8195,Uttar Pradesh,BIJNOR,Summer     ,Rice,67,175
8196,Uttar Pradesh,ETAH,Rabi       ,Onion,67,1025
8197,Uttar Pradesh,KHERI,Rabi       ,Garlic,67,388
8198,Uttar Pradesh,KHERI,Summer     ,Banana,67,3023
8199,Uttar Pradesh,MAINPURI,Rabi       ,Masoor,67,63
8200,Uttar Pradesh,MAU,Kharif     ,Bajra,67,133
8201,Uttar Pradesh,MEERUT,Summer     ,Maize,67,119
8202,Uttar Pradesh,SAMBHAL,Summer     ,Urad,67,36
8203,Uttar Pradesh,SHAHJAHANPUR,Rabi       ,Gram,67,20
8204,Uttar Pradesh,SHAMLI,Kharif     ,Maize,67,95
8205,Assam,KAMRUP METRO,Kharif     ,Maize,66,167
8206,Assam,MARIGAON,Rabi       ,Black pepper,66,123
8207,Bihar,KHAGARIA,Rabi       ,Other  Rabi pulses,66,66
8208,Bihar,MUZAFFARPUR,Rabi       ,Other  Rabi pulses,66,66
8209,Bihar,NAWADA,Kharif     ,Sannhamp,66,53
8210,Bihar,PASHCHIM CHAMPARAN,Kharif     ,Sesamum,66,58
8211,Odisha,BHADRAK,Autumn     ,Jute,36,53.3
8212,Chhattisgarh,BASTAR,Whole Year ,Banana,66,2988
8213,Karnataka,BIDAR,Kharif     ,Potato,66,406
8214,Karnataka,CHAMARAJANAGAR,Rabi       ,Dry chillies,66,124
8215,Karnataka,CHIKBALLAPUR,Rabi       ,Gram,66,47
8216,Kerala,THIRUVANANTHAPURAM,Summer     ,Rice,66,174
8217,Odisha,KHORDHA,Summer     ,Horse-gram,66,15.8
8218,Telangana ,KARIMNAGAR,Kharif     ,Castor seed,66,38
8219,Uttar Pradesh,HATHRAS,Rabi       ,Peas & beans (Pulses),66,85
8220,Uttar Pradesh,KANPUR NAGAR,Rabi       ,Garlic,66,382
8221,Uttar Pradesh,KAUSHAMBI,Summer     ,Onion,66,998
8222,Uttar Pradesh,MAHARAJGANJ,Rabi       ,Barley,66,120
8223,Assam,CACHAR,Rabi       ,Wheat,65,79
8224,Karnataka,BANGALORE RURAL,Summer     ,Potato,65,891
8225,Karnataka,BELGAUM,Rabi       ,Moong(Green Gram),65,21
8226,Karnataka,DHARWAD,Rabi       ,Linseed,65,20
8227,Karnataka,MANDYA,Rabi       ,Onion,65,431
8228,Kerala,KANNUR,Whole Year ,Moong(Green Gram),65,1
8229,Kerala,THIRUVANANTHAPURAM,Whole Year ,Turmeric,65,122
8230,Odisha,DEOGARH,Autumn     ,Groundnut,65,112.5
8231,Telangana ,ADILABAD,Rabi       ,Horse-gram,65,25
8232,Tripura,GOMATI,Rabi       ,Moong(Green Gram),65,44
8233,Tripura,KHOWAI,Rabi       ,Gram,65,54
8234,Uttar Pradesh,AGRA,Rabi       ,Coriander,65,31
8235,Uttar Pradesh,MAHARAJGANJ,Summer     ,Urad,65,35
8236,Uttar Pradesh,SAMBHAL,Kharif     ,Sweet potato,65,805
8237,Uttar Pradesh,SHAMLI,Rabi       ,Masoor,65,51
8238,Uttarakhand,RUDRA PRAYAG,Kharif     ,Soyabean,65,54
8239,West Bengal,DINAJPUR UTTAR,Kharif     ,Other Kharif pulses,65,33
8240,West Bengal,MEDINIPUR EAST,Kharif     ,Sannhamp,65,259
8241,West Bengal,MEDINIPUR WEST,Kharif     ,Urad,65,18
8242,Bihar,BHOJPUR,Summer     ,Moong(Green Gram),64,37
8243,Chhattisgarh,DHAMTARI,Whole Year ,Jowar,64,58
8244,Karnataka,BELGAUM,Summer     ,Jowar,64,135
8245,Karnataka,BELLARY,Kharif     ,Castor seed,64,39
8246,Karnataka,BENGALURU URBAN,Kharif     ,Potato,64,394
8247,Karnataka,GULBARGA,Summer     ,Dry chillies,64,123
8248,Karnataka,HASSAN,Whole Year ,Coriander,64,22
8249,Karnataka,KOLAR,Summer     ,Onion,64,314
8250,Karnataka,UTTAR KANNAD,Rabi       ,Other  Rabi pulses,64,49
8251,Kerala,PALAKKAD,Whole Year ,Maize,64,64
8252,Odisha,BALANGIR,Summer     ,Groundnut,64,76.9
8253,Odisha,PURI,Winter     ,Sugarcane,64,3425.3
8254,Puducherry,KARAIKAL,Summer     ,Cotton(lint),64,144
8255,Puducherry,PONDICHERRY,Rabi       ,Other  Rabi pulses,64,52
8256,Tripura,UNAKOTI,Kharif     ,Cotton(lint),64,97
8257,Uttar Pradesh,AZAMGARH,Rabi       ,Garlic,64,371
8258,Uttar Pradesh,BAHRAICH,Kharif     ,Dry ginger,64,295
8259,Uttar Pradesh,BAHRAICH,Kharif     ,Ginger,64,295
8260,Uttar Pradesh,BALRAMPUR,Rabi       ,Onion,64,979
8261,Uttar Pradesh,BUDAUN,Kharif     ,Jowar,64,61
8262,Uttar Pradesh,LUCKNOW,Rabi       ,Coriander,64,31
8263,Uttar Pradesh,SANT RAVIDAS NAGAR,Summer     ,Onion,64,968
8264,Uttarakhand,PITHORAGARH,Rabi       ,Other Cereals & Millets,64,64
8265,West Bengal,PURULIA,Rabi       ,Moong(Green Gram),64,40
8266,Arunachal Pradesh,ANJAW,Whole Year ,Dry ginger,63,1270
8267,Arunachal Pradesh,UPPER SUBANSIRI,Whole Year ,Sugarcane,63,1549
8268,Assam,KARBI ANGLONG,Kharif     ,Tobacco,63,26
8269,Assam,LAKHIMPUR,Kharif     ,Orange,63,710
8270,Bihar,MADHUBANI,Rabi       ,Other  Rabi pulses,63,63
8271,Chhattisgarh,DURG,Kharif     ,Urad,63,21
8272,Karnataka,BIJAPUR,Whole Year ,Turmeric,63,377
8273,Karnataka,HAVERI,Kharif     ,Horse-gram,63,29
8274,Karnataka,MANDYA,Rabi       ,Potato,63,970
8275,Karnataka,UDUPI,Kharif     ,Dry chillies,63,71
8276,Odisha,SAMBALPUR,Summer     ,Groundnut,63,124.4
8277,Uttar Pradesh,AMROHA,Rabi       ,Masoor,63,31
8278,Uttar Pradesh,CHITRAKOOT,Kharif     ,Soyabean,63,45
8279,Uttar Pradesh,FIROZABAD,Kharif     ,Jowar,63,153
8280,Uttar Pradesh,GHAZIABAD,Rabi       ,Barley,63,189
8281,Uttar Pradesh,MAINPURI,Summer     ,Rice,63,164
8282,Uttar Pradesh,RAMPUR,Kharif     ,Dry chillies,63,52
8283,West Bengal,BARDHAMAN,Autumn     ,Groundnut,63,66
8284,West Bengal,JALPAIGURI,Rabi       ,Safflower,63,87
8285,Andhra Pradesh,GUNTUR,Rabi       ,Bajra,62,68
8286,Bihar,SHEOHAR,Rabi       ,Sunflower,62,90
8287,Chhattisgarh,GARIYABAND,Whole Year ,Coriander,62,25
8288,Kerala,ALAPPUZHA,Whole Year ,Sesamum,62,16.87
8289,Kerala,KOZHIKODE,Autumn     ,Rice,62,62
8290,Meghalaya,RI BHOI,Kharif     ,Tapioca,62,375
8291,Meghalaya,SOUTH WEST KHASI HILLS,Autumn     ,Rice,62,138
8292,Uttar Pradesh,AZAMGARH,Kharif     ,Groundnut,62,54
8293,Uttar Pradesh,BULANDSHAHR,Rabi       ,Onion,62,949
8294,Uttar Pradesh,FAIZABAD,Kharif     ,Sesamum,62,17
8295,Uttar Pradesh,KAUSHAMBI,Kharif     ,Dry chillies,62,51
8296,Uttar Pradesh,MAINPURI,Kharif     ,Moong(Green Gram),62,20
8297,Uttar Pradesh,RAE BARELI,Kharif     ,Guar seed,62,51
8298,Uttar Pradesh,SIDDHARTH NAGAR,Rabi       ,Garlic,62,359
8299,West Bengal,BANKURA,Summer     ,Moong(Green Gram),62,46
8300,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,Onion,61,1120
8301,Andhra Pradesh,WEST GODAVARI,Kharif     ,Sesamum,61,17
8302,Assam,CACHAR,Rabi       ,Gram,61,46
8303,Bihar,GOPALGANJ,Rabi       ,Masoor,61,89
8304,Bihar,JAMUI,Kharif     ,Moong(Green Gram),61,55
8305,Bihar,SUPAUL,Kharif     ,Arhar/Tur,61,88
8306,Chhattisgarh,BALOD,Kharif     ,Sunflower,61,30
8307,Chhattisgarh,BILASPUR,Whole Year ,Dry ginger,61,77
8308,Chhattisgarh,DANTEWADA,Whole Year ,Sweet potato,61,281
8309,Chhattisgarh,DHAMTARI,Rabi       ,Horse-gram,61,21
8310,Chhattisgarh,RAJNANDGAON,Whole Year ,Coriander,61,17
8311,Kerala,KASARAGOD,Whole Year ,Sweet potato,61,1138
8312,Meghalaya,SOUTH GARO HILLS,Winter     ,Potato,61,453
8313,Meghalaya,SOUTH WEST KHASI HILLS,Kharif     ,Dry ginger,61,571
8314,Tripura,GOMATI,Whole Year ,Sugarcane,61,3095
8315,Uttar Pradesh,BAGHPAT,Kharif     ,Moong(Green Gram),61,20
8316,Uttar Pradesh,HATHRAS,Kharif     ,Urad,61,33
8317,Uttar Pradesh,JALAUN,Kharif     ,Sannhamp,61,23
8318,Uttar Pradesh,RAMPUR,Kharif     ,Sweet potato,61,756
8319,Uttar Pradesh,VARANASI,Summer     ,Moong(Green Gram),61,36
8320,Uttarakhand,NAINITAL,Kharif     ,Groundnut,61,67
8321,West Bengal,BIRBHUM,Kharif     ,Sunflower,61,58
8322,Arunachal Pradesh,DIBANG VALLEY,Whole Year ,Dry chillies,60,79
8323,Arunachal Pradesh,LONGDING,Whole Year ,Dry chillies,60,359
8324,Assam,HAILAKANDI,Kharif     ,Orange,60,618
8325,Assam,JORHAT,Kharif     ,Sesamum,60,39
8326,Assam,NALBARI,Rabi       ,Pineapple,60,892
8327,Chhattisgarh,BALODA BAZAR,Whole Year ,Sugarcane,60,215
8328,Karnataka,CHAMARAJANAGAR,Summer     ,Rice,60,209
8329,Karnataka,DAKSHIN KANNAD,Whole Year ,Turmeric,60,359
8330,Karnataka,HAVERI,Summer     ,Onion,60,294
8331,Karnataka,KODAGU,Kharif     ,Groundnut,60,44
8332,Kerala,KOLLAM,Whole Year ,Cowpea(Lobia),60,1
8333,Meghalaya,EAST JAINTIA HILLS,Kharif     ,Soyabean,60,95
8334,Nagaland,DIMAPUR,Kharif     ,Bajra,60,60
8335,Nagaland,DIMAPUR,Kharif     ,Castor seed,60,40
8336,Nagaland,KIPHIRE,Kharif     ,Mesta,60,70
8337,Nagaland,MOKOKCHUNG,Kharif     ,Bajra,60,60
8338,Nagaland,MON,Kharif     ,Blackgram,60,50
8339,Nagaland,MON,Kharif     ,Jowar,60,60
8340,Nagaland,PEREN,Kharif     ,Groundnut,60,60
8341,Nagaland,PHEK,Kharif     ,Bajra,60,60
8342,Nagaland,PHEK,Kharif     ,Barley,60,60
8343,Nagaland,PHEK,Kharif     ,Groundnut,60,60
8344,Nagaland,WOKHA,Kharif     ,Horse-gram,60,70
8345,Nagaland,ZUNHEBOTO,Kharif     ,Bajra,60,60
8346,Nagaland,ZUNHEBOTO,Kharif     ,Blackgram,60,50
8347,Uttar Pradesh,AURAIYA,Rabi       ,Linseed,60,35
8348,Uttar Pradesh,BAHRAICH,Rabi       ,Turmeric,60,170
8349,Uttar Pradesh,BAHRAICH,Summer     ,Moong(Green Gram),60,40
8350,Uttar Pradesh,BALLIA,Summer     ,Sunflower,60,103
8351,Uttar Pradesh,LUCKNOW,Kharif     ,Groundnut,60,51
8352,Uttar Pradesh,RAE BARELI,Rabi       ,Masoor,60,34
8353,Uttar Pradesh,RAMPUR,Kharif     ,Groundnut,60,74
8354,Uttar Pradesh,SANT KABEER NAGAR,Summer     ,Rice,60,107
8355,Uttarakhand,NAINITAL,Kharif     ,Arhar/Tur,60,32
8356,West Bengal,BANKURA,Autumn     ,Maize,60,121
8357,West Bengal,BANKURA,Rabi       ,Peas & beans (Pulses),60,73
8358,West Bengal,BARDHAMAN,Kharif     ,Moong(Green Gram),60,34
8359,Assam,KARIMGANJ,Rabi       ,Urad,59,38
8360,Bihar,NALANDA,Rabi       ,Linseed,59,51
8361,Chhattisgarh,BALRAMPUR,Kharif     ,Mesta,59,101
8362,Karnataka,BIDAR,Whole Year ,Turmeric,59,114
8363,Meghalaya,SOUTH WEST GARO HILLS,Whole Year ,Black pepper,59,34
8364,Uttar Pradesh,BANDA,Kharif     ,Soyabean,59,42
8365,Uttar Pradesh,HATHRAS,Kharif     ,Guar seed,59,48
8366,Uttar Pradesh,PRATAPGARH,Rabi       ,Coriander,59,29
8367,Uttar Pradesh,SULTANPUR,Kharif     ,Guar seed,59,48
8368,Uttar Pradesh,VARANASI,Summer     ,Maize,59,105
8369,Uttarakhand,PAURI GARHWAL,Rabi       ,Peas & beans (Pulses),59,41
8370,Andhra Pradesh,CHITTOOR,Kharif     ,Sunflower,58,29
8371,Andhra Pradesh,EAST GODAVARI,Kharif     ,Bajra,58,75
8372,Assam,JORHAT,Rabi       ,Sweet potato,58,197
8373,Chhattisgarh,BASTAR,Rabi       ,Peas & beans (Pulses),58,16
8374,Chhattisgarh,DHAMTARI,Kharif     ,Small millets,58,9
8375,Chhattisgarh,SUKMA,Rabi       ,Horse-gram,58,15
8376,Karnataka,CHIKBALLAPUR,Whole Year ,Sugarcane,58,5290
8377,Karnataka,UTTAR KANNAD,Rabi       ,Onion,58,384
8378,Kerala,KOLLAM,Whole Year ,Sesamum,58,29.02
8379,Meghalaya,RI BHOI,Rabi       ,Peas & beans (Pulses),58,66
8380,Odisha,JHARSUGUDA,Summer     ,Groundnut,58,94
8381,Odisha,KENDUJHAR,Winter     ,Sugarcane,58,4570.4
8382,Uttar Pradesh,AGRA,Rabi       ,Peas & beans (Pulses),58,26
8383,Uttar Pradesh,BIJNOR,Rabi       ,Barley,58,100
8384,Uttar Pradesh,MAHOBA,Kharif     ,Sannhamp,58,22
8385,Uttar Pradesh,SANT KABEER NAGAR,Summer     ,Banana,58,2616
8386,Uttar Pradesh,SANT RAVIDAS NAGAR,Kharif     ,Sannhamp,58,22
8387,Uttarakhand,CHAMOLI,Whole Year ,Garlic,58,104
8388,Uttarakhand,CHAMPAWAT,Kharif     ,Arhar/Tur,58,15
8389,West Bengal,24 PARAGANAS NORTH,Rabi       ,Safflower,58,62
8390,West Bengal,BIRBHUM,Rabi       ,Groundnut,58,61
8391,West Bengal,JALPAIGURI,Rabi       ,Horse-gram,58,74
8392,West Bengal,MEDINIPUR WEST,Rabi       ,Khesari,58,114
8393,Andhra Pradesh,KRISHNA,Kharif     ,Cabbage,57,147
8394,Assam,DHEMAJI,Rabi       ,Sweet potato,57,407
8395,Assam,DIMA HASAO,Kharif     ,Cotton(lint),57,27
8396,Assam,GOLAGHAT,Kharif     ,Small millets,57,34
8397,Assam,SIVASAGAR,Rabi       ,Masoor,57,36
8398,Bihar,BHOJPUR,Rabi       ,Maize,57,151
8399,Bihar,SITAMARHI,Kharif     ,Arhar/Tur,57,83
8400,Chhattisgarh,SURAJPUR,Kharif     ,Moong(Green Gram),57,11
8401,Karnataka,KOLAR,Kharif     ,Castor seed,57,35
8402,Karnataka,RAICHUR,Rabi       ,Linseed,57,44
8403,Karnataka,SHIMOGA,Rabi       ,Dry chillies,57,107
8404,Kerala,PALAKKAD,Whole Year ,Onion,57,1
8405,Odisha,BOUDH,Summer     ,Urad,57,9.5
8406,Odisha,MALKANGIRI,Winter     ,Groundnut,57,104.7
8407,Telangana ,MEDAK,Rabi       ,Moong(Green Gram),57,34
8408,Uttar Pradesh,BALLIA,Rabi       ,Coriander,57,28
8409,Uttar Pradesh,DEORIA,Kharif     ,Sesamum,57,11
8410,Uttar Pradesh,HAMIRPUR,Kharif     ,Dry chillies,57,47
8411,West Bengal,COOCHBEHAR,Kharif     ,Other Kharif pulses,57,23
8412,Andhra Pradesh,EAST GODAVARI,Rabi       ,Arhar/Tur,56,47
8413,Andhra Pradesh,SPSR NELLORE,Rabi       ,Ragi,56,83
8414,Andhra Pradesh,WEST GODAVARI,Kharif     ,Jowar,56,83
8415,Assam,KAMRUP METRO,Kharif     ,Papaya,56,937
8416,Bihar,BANKA,Kharif     ,Other Kharif pulses,56,49
8417,Chhattisgarh,BALOD,Rabi       ,Horse-gram,56,14
8418,Jammu and Kashmir ,KARGIL,Kharif     ,Potato,56,523.8
8419,Karnataka,KODAGU,Summer     ,Rice,56,147
8420,Puducherry,YANAM,Rabi       ,Moong(Green Gram),56,42
8421,Puducherry,YANAM,Summer     ,Moong(Green Gram),56,42
8422,Telangana ,NALGONDA,Rabi       ,Sunflower,56,80
8423,Telangana ,RANGAREDDI,Kharif     ,Banana,56,2362
8424,Uttar Pradesh,BAREILLY,Summer     ,Onion,56,847
8425,Uttar Pradesh,MAHOBA,Kharif     ,Guar seed,56,46
8426,Uttar Pradesh,MATHURA,Summer     ,Maize,56,100
8427,West Bengal,MALDAH,Winter     ,Sesamum,56,27
8428,Andhra Pradesh,CHITTOOR,Kharif     ,Lemon,55,478
8429,Assam,KARIMGANJ,Kharif     ,Jute,55,600
8430,Bihar,NALANDA,Rabi       ,Sunflower,55,77
8431,Bihar,SARAN,Rabi       ,Sunflower,55,68
8432,Chhattisgarh,GARIYABAND,Kharif     ,Ragi,55,7
8433,Karnataka,CHAMARAJANAGAR,Summer     ,Ragi,55,76
8434,Karnataka,KOLAR,Summer     ,Maize,55,179
8435,Karnataka,YADGIR,Kharif     ,Small millets,55,20
8436,Kerala,KANNUR,Whole Year ,Dry ginger,55,248
8437,Meghalaya,WEST KHASI HILLS,Rabi       ,Peas & beans (Pulses),55,122
8438,Odisha,SONEPUR,Winter     ,Sugarcane,55,4043.6
8439,Tripura,SOUTH TRIPURA,Rabi       ,Urad,55,41
8440,Uttar Pradesh,HAMIRPUR,Rabi       ,Potato,55,1241
8441,West Bengal,DARJEELING,Rabi       ,Maize,55,164
8442,Kerala,ALAPPUZHA,Whole Year ,Sugarcane,54.9,25
8443,Bihar,JEHANABAD,Rabi       ,Maize,54,196
8444,Chhattisgarh,KABIRDHAM,Whole Year ,Banana,54,2469
8445,Chhattisgarh,KOREA,Whole Year ,Coriander,54,10
8446,Karnataka,BIDAR,Kharif     ,Cowpea(Lobia),54,24
8447,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses,54,40
8448,Kerala,KOLLAM,Whole Year ,Pump Kin,54,1
8449,Meghalaya,WEST JAINTIA HILLS,Winter     ,Potato,54,183
8450,Telangana ,MEDAK,Rabi       ,Masoor,54,21
8451,Uttar Pradesh,ALLAHABAD,Rabi       ,Maize,54,129
8452,Uttar Pradesh,AZAMGARH,Summer     ,Moong(Green Gram),54,36
8453,Uttar Pradesh,BAREILLY,Kharif     ,Maize,54,106
8454,Uttar Pradesh,FATEHPUR,Rabi       ,Turmeric,54,153
8455,Uttarakhand,BAGESHWAR,Whole Year ,Garlic,54,83
8456,West Bengal,24 PARAGANAS NORTH,Autumn     ,Maize,54,342
8457,West Bengal,PURULIA,Rabi       ,Safflower,54,37
8458,Andhra Pradesh,KRISHNA,Kharif     ,Dry ginger,53,330
8459,Arunachal Pradesh,KURUNG KUMEY,Kharif     ,Rice,53,74
8460,Assam,BARPETA,Kharif     ,Orange,53,530
8461,Assam,JORHAT,Kharif     ,Jute,53,577
8462,Chhattisgarh,DANTEWADA,Whole Year ,Banana,53,1764
8463,Chhattisgarh,DURG,Whole Year ,Turmeric,53,62
8464,Karnataka,BIDAR,Rabi       ,Potato,53,816
8465,Karnataka,CHAMARAJANAGAR,Rabi       ,Other  Rabi pulses,53,23
8466,Karnataka,CHIKBALLAPUR,Rabi       ,Ragi,53,86
8467,Karnataka,GULBARGA,Kharif     ,Potato,53,326
8468,Karnataka,UDUPI,Rabi       ,Horse-gram,53,71
8469,Odisha,KALAHANDI,Winter     ,Sugarcane,53,2599.7
8470,Odisha,KENDRAPARA,Winter     ,Sugarcane,53,2321.4
8471,Telangana ,NIZAMABAD,Rabi       ,Other  Rabi pulses,53,53
8472,Uttar Pradesh,CHANDAULI,Summer     ,Moong(Green Gram),53,32
8473,Uttar Pradesh,MIRZAPUR,Kharif     ,Guar seed,53,43
8474,Uttar Pradesh,PRATAPGARH,Rabi       ,Garlic,53,307
8475,Uttarakhand,DEHRADUN,Whole Year ,Onion,53,331
8476,Andhra Pradesh,EAST GODAVARI,Rabi       ,Mesta,52,355
8477,Arunachal Pradesh,LOHIT,Whole Year ,Sugarcane,52,695
8478,Assam,KOKRAJHAR,Rabi       ,Gram,52,36
8479,Assam,MARIGAON,Rabi       ,Pineapple,52,852
8480,Bihar,KHAGARIA,Kharif     ,Other Kharif pulses,52,44
8481,Chhattisgarh,DHAMTARI,Whole Year ,Banana,52,2396
8482,Chhattisgarh,GARIYABAND,Whole Year ,Sweet potato,52,300
8483,Karnataka,BENGALURU URBAN,Kharif     ,Castor seed,52,32
8484,Karnataka,KOLAR,Rabi       ,Onion,52,345
8485,Karnataka,MYSORE,Whole Year ,Black pepper,52,305
8486,Karnataka,UDUPI,Whole Year ,Turmeric,52,311
8487,Meghalaya,NORTH GARO HILLS,Kharif     ,Mesta,52,334
8488,Meghalaya,NORTH GARO HILLS,Winter     ,Potato,52,430
8489,Meghalaya,WEST KHASI HILLS,Whole Year ,Turmeric,52,269
8490,Odisha,DEOGARH,Winter     ,Moong(Green Gram),52,13.5
8491,Tripura,WEST TRIPURA,Kharif     ,Urad,52,27
8492,Uttar Pradesh,BAREILLY,Rabi       ,Barley,52,89
8493,Uttar Pradesh,BASTI,Rabi       ,Coriander,52,25
8494,Uttar Pradesh,BASTI,Rabi       ,Onion,52,796
8495,Uttar Pradesh,BULANDSHAHR,Kharif     ,Sesamum,52,10
8496,Uttar Pradesh,GORAKHPUR,Summer     ,Rice,52,115
8497,Uttar Pradesh,KANPUR NAGAR,Rabi       ,Tobacco,52,169
8498,Uttar Pradesh,LALITPUR,Kharif     ,Sugarcane,52,2102
8499,Uttar Pradesh,SAMBHAL,Summer     ,Onion,52,786
8500,Uttarakhand,BAGESHWAR,Whole Year ,Turmeric,52,94
8501,Uttarakhand,CHAMPAWAT,Rabi       ,Peas & beans (Pulses),52,46
8502,Uttarakhand,HARIDWAR,Summer     ,Urad,52,29
8503,West Bengal,DINAJPUR UTTAR,Rabi       ,Gram,52,49
8504,West Bengal,HOOGHLY,Kharif     ,Mesta,52,675
8505,Andhra Pradesh,KADAPA,Rabi       ,Sweet potato,51,523
8506,Andhra Pradesh,SRIKAKULAM,Kharif     ,Papaya,51,4015
8507,Assam,NAGAON,Kharif     ,Orange,51,641
8508,Bihar,ARWAL,Kharif     ,Moong(Green Gram),51,46
8509,Bihar,KATIHAR,Whole Year ,Tobacco,51,90
8510,Bihar,NALANDA,Rabi       ,Barley,51,50
8511,Bihar,SHEOHAR,Kharif     ,Small millets,51,38
8512,Chhattisgarh,NARAYANPUR,Rabi       ,Gram,51,56
8513,Odisha,MAYURBHANJ,Winter     ,Urad,36,22.3
8514,Jammu and Kashmir ,ANANTNAG,Kharif     ,Moong(Green Gram),51,6.2
8515,Karnataka,HASSAN,Whole Year ,Sweet potato,51,865
8516,Karnataka,TUMKUR,Kharif     ,Potato,51,314
8517,Karnataka,YADGIR,Rabi       ,Dry chillies,51,96
8518,Kerala,KOTTAYAM,Whole Year ,Pump Kin,51,1
8519,Odisha,MAYURBHANJ,Summer     ,Maize,51,105.1
8520,Telangana ,MAHBUBNAGAR,Rabi       ,Cowpea(Lobia),51,50
8521,Telangana ,RANGAREDDI,Kharif     ,Bajra,51,48
8522,Uttar Pradesh,AMBEDKAR NAGAR,Rabi       ,Maize,51,122
8523,Uttar Pradesh,AZAMGARH,Rabi       ,Onion,51,780
8524,Uttar Pradesh,BIJNOR,Rabi       ,Peas & beans (Pulses),51,49
8525,Uttar Pradesh,FAIZABAD,Kharif     ,Guar seed,51,42
8526,Uttar Pradesh,HARDOI,Kharif     ,Dry chillies,51,42
8527,Uttar Pradesh,PILIBHIT,Kharif     ,Urad,51,42
8528,Uttar Pradesh,SAHARANPUR,Kharif     ,Dry chillies,51,42
8529,Assam,KAMRUP METRO,Rabi       ,Black pepper,50,93
8530,Bihar,BEGUSARAI,Rabi       ,Khesari,50,34
8531,Bihar,NALANDA,Kharif     ,Groundnut,50,51
8532,Chhattisgarh,MUNGELI,Kharif     ,Sesamum,50,23
8533,Karnataka,BIDAR,Kharif     ,Rapeseed &Mustard,50,11
8534,Karnataka,BIDAR,Whole Year ,Garlic,50,55
8535,Karnataka,BIJAPUR,Kharif     ,Rice,50,153
8536,Karnataka,DHARWAD,Kharif     ,Other Kharif pulses,50,35
8537,Karnataka,YADGIR,Kharif     ,Castor seed,50,30
8538,Meghalaya,SOUTH GARO HILLS,Whole Year ,Black pepper,50,33
8539,Nagaland,KIPHIRE,Kharif     ,Bajra,50,50
8540,Nagaland,KOHIMA,Kharif     ,Barley,50,50
8541,Nagaland,KOHIMA,Kharif     ,Blackgram,50,40
8542,Nagaland,KOHIMA,Kharif     ,Jowar,50,50
8543,Nagaland,LONGLENG,Kharif     ,Bajra,50,40
8544,Nagaland,PEREN,Kharif     ,Barley,50,50
8545,Nagaland,PHEK,Kharif     ,Cotton(lint),50,30
8546,Nagaland,PHEK,Kharif     ,Horse-gram,50,60
8547,Nagaland,WOKHA,Kharif     ,Jowar,50,40
8548,Nagaland,WOKHA,Kharif     ,Moong(Green Gram),50,50
8549,Nagaland,ZUNHEBOTO,Kharif     ,Barley,50,50
8550,Odisha,JHARSUGUDA,Autumn     ,Urad,50,9.7
8551,Odisha,KHORDHA,Winter     ,Moong(Green Gram),50,19.2
8552,Sikkim,NORTH DISTRICT,Rabi       ,Wheat,50,50
8553,Tripura,KHOWAI,Kharif     ,Mesta,50,420
8554,Tripura,NORTH TRIPURA,Rabi       ,Gram,50,41
8555,Uttar Pradesh,ALIGARH,Summer     ,Sunflower,50,86
8556,Uttar Pradesh,AZAMGARH,Rabi       ,Coriander,50,24
8557,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Kharif     ,Guar seed,50,40
8558,Uttar Pradesh,HARDOI,Summer     ,Rice,50,98
8559,Uttar Pradesh,KASGANJ,Rabi       ,Coriander,50,24
8560,Uttar Pradesh,SAHARANPUR,Kharif     ,Sesamum,50,10
8561,Uttarakhand,ALMORA,Kharif     ,Arhar/Tur,50,39
8562,West Bengal,HOOGHLY,Rabi       ,Moong(Green Gram),50,37
8563,West Bengal,MALDAH,Rabi       ,Arhar/Tur,50,64
8564,Assam,CACHAR,Kharif     ,Jute,49,533
8565,Assam,DIBRUGARH,Kharif     ,Arhar/Tur,49,47
8566,Bihar,PURNIA,Whole Year ,Sugarcane,49,3055
8567,Bihar,SITAMARHI,Kharif     ,Ragi,49,90
8568,Bihar,VAISHALI,Kharif     ,Sannhamp,49,39
8569,Chhattisgarh,KANKER,Rabi       ,Moong(Green Gram),49,13
8570,Chhattisgarh,MAHASAMUND,Whole Year ,Coriander,49,20
8571,Karnataka,BANGALORE RURAL,Summer     ,Rice,49,150
